sex,pidate_mo,phealth,mhealth,worry,raceorig,ageworkforpay,marstat,educ,employ,age,hrswork,income,lifesat,sleep,selfesteem,worksatis,workdauth,workdemands,workcosupp,worksupsupp,workdiscrim,workineq,posworktofam,negworktofam,suppfam,strainfam,suppfriend,strainfriend,suppspouse,strainspouse,mindful,ratelife,rateday
FEMALE,8,VERY GOOD,EXCELLENT,MORE,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,WORKING NOW,57,37,NA,8.5,8,42,8,25,15,6,10,9,1.333333333,13,11,4,2.25,4,2,4,1.666666667,29,9,8
FEMALE,7,FAIR,GOOD,ABOUT THE SAME,WHITE,OVER 30,MARRIED,HIGH SCHOOL/GED,RETIRED,81,NA,7728,8.125,7,40,9,NA,NA,NA,NA,NA,NA,NA,NA,4,1.5,3.5,1.5,3.333333333,3.166666667,33,9,10
FEMALE,6,POOR,FAIR,MORE,WHITE,< 18,WIDOWED,ASSOC DEGREE,NA,67,NA,1400,7,5,27,7,NA,NA,NA,NA,NA,NA,NA,NA,3.25,2.5,2.5,2.5,NA,NA,33,7,6
FEMALE,6,FAIR,FAIR,MORE,BLACK AND/OR AFRICAN AMERICAN,< 18,DIVORCED,SOME COLLEGE,OTHER,63,NA,NA,3.25,4,25,0,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.75,2.666666667,2,NA,NA,44,1,4
MALE,7,FAIR,GOOD,ABOUT THE SAME,WHITE,23-30,DIVORCED,BACHELOR'S DEGREE,WORKING NOW,64,16,20000,6.75,6,43,7,21,12,5,12,8,1.166666667,11,6,3.25,1.5,3,1.75,2.833333333,2.5,34,7,7
FEMALE,8,VERY GOOD,GOOD,ABOUT THE SAME,WHITE,18-22,DIVORCED,BACHELOR'S DEGREE,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,VERY GOOD,EXCELLENT,LESS,WHITE,18-22,WIDOWED,MASTER'S DEGREE,WORKING NOW,76,20,120000,9,7,44,9,26,12,8,15,7,1,19,11,3.75,1.5,4,1.25,NA,NA,45,8,9
FEMALE,8,GOOD,GOOD,ABOUT THE SAME,WHITE,18-22,DIVORCED,MASTER'S DEGREE,WORKING NOW,60,35,76000,7.25,8,33,8,20,14,10,15,6,1,10,11,3.5,2.25,4,2.25,NA,NA,31,7,6
FEMALE,7,GOOD,FAIR,LESS,WHITE,NA,MARRIED,HIGH SCHOOL/GED,NA,77,NA,0,8.166666667,6,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.75,4,1.25,4,1.666666667,35,8,8
FEMALE,7,FAIR,FAIR,ABOUT THE SAME,WHITE,< 18,DIVORCED,HIGH SCHOOL/GED,WORKING NOW,48,48,34000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,8,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,< 18,MARRIED,ASSOC DEGREE,WORKING NOW,49,40,127000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,8,GOOD,EXCELLENT,LESS,OTHER (SPECIFY),18-22,MARRIED,SOME COLLEGE,RETIRED,69,NA,50000,8.125,8,43.16666667,10,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3.5,2,3.833333333,2,28,8,10
FEMALE,6,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,NA,MARRIED,SOME COLLEGE,NA,76,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,7,VERY GOOD,EXCELLENT,LESS,WHITE,< 18,NEVER MARRIED,BACHELOR'S DEGREE,WORKING NOW,45,50,3.00E+05,8.75,8,42,9,30,21,7,10,8,1,14,10,3.25,1.25,3,1.5,3.833333333,1.666666667,38,9,9
MALE,8,FAIR,FAIR,ABOUT THE SAME,WHITE,< 18,DIVORCED,HIGH SCHOOL/GED,WORKING NOW,53,36,45000,5.5,4.5,17,8,20,18,6,7,15,2.333333333,6,17,2,2.75,1.75,2,NA,NA,33,4,8
FEMALE,6,VERY GOOD,GOOD,MORE,OTHER (SPECIFY),< 18,MARRIED,MASTER'S DEGREE,RETIRED,80,NA,45000,7.666666667,6.25,36,NA,23,15,NA,NA,6,2.5,6,11,3.75,2.25,3.75,2.25,3.166666667,3.166666667,31,9,9
MALE,7,GOOD,VERY GOOD,LESS,WHITE,NA,MARRIED,BACHELOR'S DEGREE,NA,82,NA,40000,8.25,7,44,9,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1.25,3.25,2,4,2.333333333,35,8,9
MALE,6,EXCELLENT,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,SELF-EMPLOYED,57,50,2.00E+05,8.875,8,48,8,29,11,7,NA,6,1.166666667,13,11,4,2.25,3.5,1.75,4,2,36,9,10
FEMALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,23-30,MARRIED,SOME COLLEGE,WORKING NOW,66,40,32000,8.625,7,39,10,24,12,5,13,8,1,12,7,4,2.5,3.75,1.25,3.833333333,2,33,10,10
FEMALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,SOME COLLEGE,WORKING NOW,59,40,27000,6.75,7,44,5,21,14,5,7,18,2.333333333,13,12,3,2,4,1.25,4,1.5,31,9,9
FEMALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,SOME GRADUATE SCHOOL,WORKING NOW,49,40,43000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,FAIR,FAIR,MORE,WHITE,< 18,SEPARATED,HIGH SCHOOL/GED,WORKING NOW,54,60,9000,6.75,8,27,7,16,14,5,11,12,1.833333333,12,12,3.75,1.75,3.25,2.25,NA,NA,36,7,8
MALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,NEVER MARRIED,BACHELOR'S DEGREE,WORKING NOW,54,40,42000,6,7,27,7,18,12,8,12,9,2.166666667,9,10,3.25,2.5,3,2,NA,NA,30,6,6
FEMALE,6,FAIR,GOOD,LESS,WHITE,NA,WIDOWED,HIGH SCHOOL/GED,NA,76,NA,26000,7.666666667,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.75,2.25,1.25,NA,NA,35,9,9
MALE,6,EXCELLENT,EXCELLENT,LESS,WHITE,NA,MARRIED,SOME COLLEGE,NA,76,NA,32000,10,8,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,4,1.5,28,10,10
FEMALE,1,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,45,30,50000,7.25,8,38,6,24,16,8,9,14,2.166666667,9,10,4,2.5,3.75,2,4,2.333333333,24,7,8
MALE,6,GOOD,GOOD,MORE,WHITE,< 18,SEPARATED,HIGH SCHOOL/GED,WORKING NOW,57,40,54000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,6,POOR,POOR,MORE,WHITE,18-22,NEVER MARRIED,ASSOC DEGREE,PERMANENTLY DISABLED,49,NA,9000,2,7,19,0,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2.75,4,1.5,NA,NA,39,4,5
FEMALE,7,VERY GOOD,VERY GOOD,LESS,WHITE,18-22,DIVORCED,DOCTORAL OR PROF DEGREE,SELF-EMPLOYED,66,20,35000,7,6.5,47,5,20,9,NA,NA,6,2,4,4,3.25,1.75,2,1,NA,NA,9,8,8
FEMALE,7,FAIR,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,MASTER'S DEGREE,RETIRED,73,NA,45000,8.5,8,45,10,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1,3.75,1,3.5,2,45,10,10
MALE,12,GOOD,GOOD,LESS,WHITE,< 18,DIVORCED,SOME COLLEGE,WORKING NOW,58,48,37000,7.75,6.5,34,8,21,18,8,12,20,1.333333333,11,10,3.25,2,3.25,2.25,NA,NA,9,8,8
FEMALE,7,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,48,40,65000,10,7,42,10,23,17,8,14,12,1.166666667,10,9,4,1.5,4,1.25,4,1.333333333,27,10,10
MALE,7,FAIR,FAIR,ABOUT THE SAME,WHITE,NA,MARRIED,ASSOC DEGREE,NA,86,NA,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,WORKING NOW,58,40,37000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,6,GOOD,VERY GOOD,NONE,WHITE,NA,WIDOWED,HIGH SCHOOL/GED,NA,75,NA,40000,8,7,46,5,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.25,1,1,NA,NA,27,10,10
FEMALE,7,FAIR,GOOD,ABOUT THE SAME,WHITE,18-22,NEVER MARRIED,HIGH SCHOOL/GED,HOMEMAKER,48,NA,NA,5.5,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,34,6,5
FEMALE,8,VERY GOOD,VERY GOOD,LESS,WHITE,NA,MARRIED,SOME COLLEGE,NA,89,NA,36000,9.75,9,42,10,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,4,1.5,34,10,10
MALE,6,VERY GOOD,GOOD,MORE,WHITE,< 18,MARRIED,DOCTORAL OR PROF DEGREE,SELF-EMPLOYED,85,0,250000,5.75,7.5,40,2,NA,NA,NA,NA,NA,NA,NA,NA,3.25,1.5,2.25,1.5,3.5,2,29,7,8
FEMALE,7,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,NEVER MARRIED,HIGH SCHOOL/GED,RETIRED,71,NA,28000,8,7.5,41,9,NA,NA,NA,NA,NA,NA,NA,NA,4,1.5,4,1.25,NA,NA,35,9,8
FEMALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,ASSOC DEGREE,NA,52,NA,0,5.125,8,21,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2.25,2.5,1.666666667,2.833333333,36,6,4
MALE,6,GOOD,GOOD,LESS,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,SELF-EMPLOYED,78,20,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,8,GOOD,GOOD,ABOUT THE SAME,WHITE,NA,WIDOWED,SOME COLLEGE,NA,75,NA,NA,7.75,8.5,43,5,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.5,3.25,2,NA,NA,34,8,NA
FEMALE,2,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,< 18,MARRIED,DOCTORAL OR PROF DEGREE,WORKING NOW,53,40,80000,9.125,7,35,9,27,15,8,10,6,1.5,13,9,3.75,2,4,2.25,4,1,45,10,10
FEMALE,8,GOOD,GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,WORKING NOW,55,21,28000,5.875,6,32,3,19,13,8,8,14,2.166666667,9,11,3.5,2.75,3,2,3.5,2,36,7,6
MALE,6,GOOD,GOOD,LESS,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,RETIRED,68,NA,43000,9.5,8,43,10,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1,3,1,4,1,18,10,10
FEMALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,60,36,50000,8.25,7.5,39,7,17,19,7,8,13,1.5,14,11,3,2,3,2,4,1.666666667,29,9,8
MALE,12,EXCELLENT,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,WORKING NOW,83,40,32000,9.125,7,42,9,22.5,NA,8,15,8,1,14,10,4,1.25,3.75,1.75,4,2,32,9,9
MALE,4,FAIR,FAIR,MORE,WHITE,18-22,DIVORCED,HIGH SCHOOL/GED,WORKING NOW,44,60,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,< 18,MARRIED,MASTER'S DEGREE,HOMEMAKER,54,NA,NA,9.375,6.5,45,10,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2.5,3.75,2,3.833333333,2.666666667,38,10,10
FEMALE,6,FAIR,FAIR,ABOUT THE SAME,ASIAN,23-30,MARRIED,MASTER'S DEGREE,NA,50,NA,NA,7,5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.25,4,1.5,3.666666667,1.333333333,45,6,6
MALE,7,VERY GOOD,VERY GOOD,LESS,BLACK AND/OR AFRICAN AMERICAN,18-22,MARRIED,BACHELOR'S DEGREE,WORKING NOW,56,40,55000,9,5.5,43,9,15,11,8,13,7,1,10,8,3.5,1,3.5,1.25,3.833333333,1.166666667,40,9,9
MALE,10,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,DIVORCED,SOME COLLEGE,WORKING NOW,59,40,44000,7.333333333,NA,NA,8,21,14,3,8,15,2.333333333,12,10,3.75,2,3,2,NA,NA,NA,7,7
FEMALE,6,POOR,FAIR,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,RETIRED,73,NA,7000,6.875,2.5,29,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1.75,3.5,1.75,4,1.833333333,33,9,10
MALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,< 18,NEVER MARRIED,DOCTORAL OR PROF DEGREE,WORKING NOW,44,30,140000,9,7.5,40,9,23,17,5,11,8,1.166666667,8,9,4,1,3.25,1,NA,NA,33,8,7
MALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,NA,WIDOWED,MASTER'S DEGREE,NA,80,NA,50000,9.25,9,41,10,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3.25,1,NA,NA,31,9,10
FEMALE,9,GOOD,EXCELLENT,ABOUT THE SAME,WHITE,18-22,MARRIED,SOME GRADUATE SCHOOL,RETIRED,78,NA,NA,8.5,7,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,1.25,3.25,1.25,3.666666667,1.166666667,38,9,9
FEMALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,NA,WIDOWED,SOME COLLEGE,NA,76,NA,33000,7.666666667,7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3,3.25,2.25,NA,NA,NA,7,5
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,23-30,WIDOWED,MASTER'S DEGREE,RETIRED,74,NA,24000,5.666666667,7,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2.75,1.5,NA,NA,21,7,6
MALE,8,VERY GOOD,VERY GOOD,MORE,WHITE,< 18,MARRIED,MASTER'S DEGREE,WORKING NOW,53,40,93000,7,5,27,8,26,17,6,14,13,2,8,10,3.25,3,4,2.5,2.166666667,3.5,35,7,7
FEMALE,7,VERY GOOD,VERY GOOD,NONE,WHITE,NA,MARRIED,HIGH SCHOOL/GED,NA,82,NA,6584,9,8.5,43,10,NA,NA,NA,NA,NA,NA,NA,NA,4,1.5,3.75,1.25,3.833333333,2.333333333,38,8,8
MALE,6,EXCELLENT,EXCELLENT,LESS,WHITE,< 18,MARRIED,MASTER'S DEGREE,OTHER,63,NA,4.00E+05,6.75,8,46,5,NA,NA,NA,NA,NA,NA,NA,NA,4,1.75,4,1.5,3.833333333,2.4,30,8,6
MALE,7,VERY GOOD,EXCELLENT,LESS,WHITE,< 18,MARRIED,MASTER'S DEGREE,WORKING NOW,60,60,90,8.375,8,39,8,24,20,7,11,6,1.166666667,15,7,4,1.5,4,1.5,4,1.333333333,38,9,8
MALE,6,VERY GOOD,EXCELLENT,ABOUT THE SAME,WHITE,< 18,MARRIED,DOCTORAL OR PROF DEGREE,WORKING NOW,45,50,65000,7.5,7.5,42,7,28,19,9,13,10,1.5,13,11,3.75,1.25,3.5,2,3.333333333,2.333333333,10,8,8
MALE,6,GOOD,EXCELLENT,LESS,WHITE,NA,MARRIED,SOME K12,NA,82,NA,75000,9.333333333,8,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.25,3.5,1.5,4,1.5,34,10,10
FEMALE,7,FAIR,FAIR,MORE,OTHER (SPECIFY),18-22,MARRIED,MASTER'S DEGREE,WORKING NOW,52,24,70000,7.5,7,33,9,18,17,8,11,8,1.5,10,10,3,2,2,1.25,3.666666667,1.666666667,31,8,6
MALE,6,VERY GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,MASTER'S DEGREE,RETIRED,61,NA,250000,8.75,7,39,10,NA,NA,NA,NA,NA,NA,NA,NA,3.25,2.25,2.5,2,4,1.666666667,31,8,7
MALE,6,EXCELLENT,VERY GOOD,ABOUT THE SAME,WHITE,NA,MARRIED,SOME COLLEGE,NA,75,NA,NA,9,7,40,8,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.25,3,1,4,1.5,34,9,10
FEMALE,7,GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,RETIRED,54,NA,12000,8.125,7,43,8,NA,NA,NA,NA,NA,NA,NA,NA,4,2.5,4,2,4,2.166666667,45,9,8
MALE,6,EXCELLENT,EXCELLENT,LESS,WHITE,18-22,MARRIED,ASSOC DEGREE,SELF-EMPLOYED,57,45,40000,8.875,8,39,9,24,11,5,6,8,1.333333333,10,9,4,1.75,4,2,3.833333333,2,34,9,9
FEMALE,2,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,SEPARATED,DOCTORAL OR PROF DEGREE,RETIRED,77,NA,1.00E+05,9.333333333,12,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,NA,NA,40,10,10
FEMALE,6,GOOD,EXCELLENT,ABOUT THE SAME,WHITE,NA,MARRIED,SOME GRADUATE SCHOOL,NA,76,NA,50000,7.666666667,7.5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,1.75,3.333333333,2.666666667,32,8,7
MALE,6,GOOD,FAIR,MORE,WHITE,18-22,MARRIED,SOME GRADUATE SCHOOL,RETIRED,69,NA,32000,8.75,7,41,8,NA,NA,NA,NA,NA,NA,NA,NA,4,1.5,3.5,1.25,3.666666667,2,36,10,10
MALE,4,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,SELF-EMPLOYED,60,40,65000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,WORKING NOW,45,48,155000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,VERY GOOD,EXCELLENT,ABOUT THE SAME,WHITE,NA,MARRIED,HIGH SCHOOL/GED,NA,75,NA,6000,8.75,5,40,8,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,1.5,4,2.666666667,29,9,9
MALE,7,GOOD,GOOD,LESS,WHITE,18-22,DIVORCED,ASSOC DEGREE,WORKING NOW,51,40,60000,7.75,6,44,8,NA,NA,NA,NA,NA,NA,NA,NA,3.25,2,2.5,2,NA,NA,28,7,8
MALE,6,GOOD,GOOD,LESS,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,WORKING NOW,58,40,52000,7.25,5.5,36,9,26,12,9,14,13,1.333333333,11,10,3.5,2,2.75,2.25,1.666666667,3.666666667,27,7,6
MALE,6,GOOD,EXCELLENT,LESS,WHITE,< 18,MARRIED,SOME COLLEGE,WORKING NOW,72,57,NA,8.75,7,43,10,29,17,8,9,11,1,18,10,4,2.5,3,2,3.833333333,2.333333333,18,9,8
FEMALE,11,POOR,FAIR,MORE,WHITE,< 18,SEPARATED,SOME K12,RETIRED,58,NA,12000,4.25,4,31,0,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3,3.75,2.25,NA,NA,41,5,8
MALE,6,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,MASTER'S DEGREE,WORKING NOW,46,60,72000,8.75,7.5,39,8,25,15,6,11,13.2,1.666666667,11,12,4,2,4,2,4,1.666666667,29,9,6
FEMALE,7,GOOD,GOOD,MORE,WHITE,< 18,MARRIED,MASTER'S DEGREE,RETIRED,64,3,70000,8.333333333,8,33.6,NA,8,11,8,14,6,1.333333333,9,4,3.75,3.25,4,2,3.5,2.333333333,18,9,9
MALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,WORKING NOW,52,40,112000,8.125,7.25,41,9,20,13,6,11,10,1.333333333,10,8,3.75,1.5,3.5,1.5,4,2,31,8,7
MALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,18-22,SEPARATED,HIGH SCHOOL/GED,RETIRED,67,NA,315000,6.5,8.5,21,7,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2.5,2.5,1.25,NA,NA,31,3,5
MALE,7,FAIR,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,SELF-EMPLOYED,50,40,50000,6.25,8,46,6,25.2,13,6,NA,9,1.333333333,7,11,2,1.25,3.5,2.5,2.833333333,3,34,8,6
MALE,7,VERY GOOD,GOOD,MORE,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,61,40,125000,6.875,7,23,7,21,13,6,10,8,1.666666667,10,12,3,2.25,2,2,3.166666667,2.833333333,27,5,5
MALE,5,GOOD,EXCELLENT,ABOUT THE SAME,WHITE,< 18,MARRIED,MASTER'S DEGREE,WORKING NOW,49,40,98000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,8,VERY GOOD,EXCELLENT,ABOUT THE SAME,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,53,45,85000,7.625,5,49,8,16,15,6,9,18,2,12,13,3.75,2.25,2.75,2,3.833333333,2.333333333,36,7,7
FEMALE,7,POOR,POOR,MORE,WHITE,NA,MARRIED,HIGH SCHOOL/GED,NA,65,NA,20000,4.375,7,17,2,NA,NA,NA,NA,NA,NA,NA,NA,4,2.25,3,2.5,4,2.166666667,32,4,8
FEMALE,7,VERY GOOD,VERY GOOD,MORE,WHITE,< 18,MARRIED,ASSOC DEGREE,WORKING NOW,56,40,45000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,8,GOOD,EXCELLENT,ABOUT THE SAME,WHITE,< 18,MARRIED,ASSOC DEGREE,WORKING NOW,45,28,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,8,VERY GOOD,VERY GOOD,LESS,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,WORKING NOW,51,45,180000,8.5,7,40,9,24,12,6,13,7,1.333333333,12,8,3.75,1.25,3.75,1.25,4,1.5,32,8,8
MALE,8,FAIR,FAIR,MORE,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,SELF-EMPLOYED,66,50,2.00E+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,6,EXCELLENT,EXCELLENT,LESS,WHITE,NA,WIDOWED,MASTER'S DEGREE,NA,79,NA,130000,9,8.5,44,9,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1,3.5,1.25,NA,NA,33,9,8
MALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,WORKING NOW,63,60,43000,6.5,NA,33,3,25,19,8,9,12,1.333333333,12,14,3.75,2,2.5,1.25,3.5,2.166666667,42,7,8
MALE,12,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,SOME K12,WORKING NOW,47,48,48000,7.625,6,41,7,NA,10,7,11,10,1.666666667,10,7,4,2,3.5,2,4,1.666666667,30,7,7
MALE,8,EXCELLENT,GOOD,LESS,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,72,30,150000,8,7.5,38,5,23,16,6,9,10,1.333333333,12,12,3.5,1.25,2.75,1.5,3.666666667,1.5,31,8,8
MALE,6,GOOD,GOOD,MORE,WHITE,< 18,MARRIED,MASTER'S DEGREE,WORKING NOW,54,45,7.00E+05,8.375,5.5,33,8,21,15,9,11,12,1.666666667,11,13,4,2,3.75,1.75,3.5,2.166666667,36,9,8
MALE,8,EXCELLENT,EXCELLENT,LESS,WHITE,< 18,MARRIED,SOME COLLEGE,WORKING NOW,66,20,32000,9.625,7,43,10,25,11,8,15,6,1,15,6,4,1,4,1,4,2,42,9,10
FEMALE,7,VERY GOOD,EXCELLENT,LESS,WHITE,18-22,WIDOWED,MASTER'S DEGREE,WORKING NOW,67,12,94000,8.25,6,47,9,22,13,8,12,7,1.166666667,12,6,3.5,2.25,3.5,1.75,NA,NA,45,8,9
MALE,4,GOOD,POOR,MORE,WHITE,< 18,MARRIED,SOME COLLEGE,WORKING NOW,52,80,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,FAIR,VERY GOOD,ABOUT THE SAME,WHITE,23-30,MARRIED,SOME K12,OTHER,69,NA,7000,5,7.333333333,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,6,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,SELF-EMPLOYED,72,45,NA,7.125,8.5,43,6,29,15,10,NA,7,1,15,12,4,2,3.75,2,4,2,27,7,9
MALE,6,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,SOME COLLEGE,WORKING NOW,64,20,40000,8,7,45,8,15,9,9,10,7,1.333333333,12,7,3.5,1.25,4,1,4,1.833333333,32,8,8
MALE,5,GOOD,EXCELLENT,LESS,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,58,50,13000,4.5,8,31,3,14,9,7,13,13,2.833333333,6,9,1.75,2.5,1.25,1.25,1.666666667,3,29,3,5
MALE,6,VERY GOOD,EXCELLENT,MORE,OTHER (SPECIFY),< 18,DIVORCED,HIGH SCHOOL/GED,WORKING NOW,73,20,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,VERY GOOD,GOOD,MORE,WHITE,18-22,SEPARATED,HIGH SCHOOL/GED,WORKING NOW,53,40,43000,6.25,4,42,3,6,17,5,14,16,3,7,15,3.75,2,3.5,2,NA,NA,40,6,7
